#1
double TVL(5456,2) # Time in h and T_VL in degC
19.497,9.84
19.498,9.83
19.499,9.82
19.502,9.83
19.504,9.84
19.506,9.85
19.507,9.87
19.509,9.9
19.51,9.92
19.511,9.93
19.512,9.95
19.513,9.97
19.514,10
19.515,10.01
19.516,10.03
19.517,10.06
19.518,10.07
19.519,10.1
19.52,10.13
19.521,10.16
19.523,10.17
19.524,10.19
19.525,10.21
19.526,10.23
19.529,10.2
19.53,10.19
19.531,10.18
19.532,10.16
19.533,10.14
19.534,10.12
19.535,10.09
19.536,10.06
19.537,10.03
19.538,10.01
19.539,9.97
19.54,9.94
19.541,9.92
19.542,9.9
19.543,9.87
19.544,9.85
19.545,9.84
19.546,9.83
19.547,9.82
19.549,9.81
19.55,9.82
19.551,9.81
19.553,9.83
19.554,9.84
19.555,9.85
19.556,9.86
19.557,9.88
19.558,9.89
19.559,9.91
19.56,9.93
19.561,9.95
19.562,9.97
19.563,10
19.564,10.01
19.565,10.03
19.566,10.05
19.567,10.08
19.568,10.1
19.569,10.12
19.57,10.16
19.571,10.17
19.572,10.18
19.573,10.2
19.574,10.21
19.575,10.23
19.577,10.21
19.579,10.2
19.58,10.18
19.581,10.16
19.582,10.14
19.583,10.13
19.584,10.11
19.585,10.06
19.586,10.04
19.587,10.01
19.588,9.98
19.589,9.95
19.59,9.93
19.591,9.91
19.592,9.89
19.593,9.87
19.594,9.85
19.595,9.84
19.596,9.83
19.598,9.82
19.601,9.84
19.603,9.85
19.604,9.86
19.605,9.87
19.606,9.89
19.607,9.91
19.608,9.92
19.609,9.94
19.61,9.96
19.611,9.97
19.612,10
19.613,10.01
19.614,10.04
19.615,10.07
19.616,10.09
19.617,10.11
19.618,10.13
19.619,10.16
19.62,10.17
19.621,10.18
19.623,10.2
19.624,10.21
19.625,10.2
19.626,10.19
19.628,10.17
19.629,10.14
19.63,10.13
19.631,10.11
19.632,10.08
19.633,10.06
19.634,10.03
19.635,10
19.636,9.98
19.637,9.95
19.638,9.92
19.639,9.9
19.64,9.88
19.641,9.87
19.642,9.85
19.643,9.83
19.644,9.82
19.648,9.83
19.65,9.84
19.651,9.85
19.652,9.86
19.653,9.87
19.654,9.88
19.655,9.9
19.656,9.91
19.657,9.93
19.658,9.95
19.659,9.97
19.66,10
19.661,10.01
19.662,10.04
19.663,10.06
19.664,10.08
19.665,10.11
19.666,10.13
19.667,10.16
19.669,10.18
19.67,10.2
19.671,10.21
19.674,10.2
19.675,10.19
19.676,10.18
19.677,10.16
19.678,10.14
19.679,10.13
19.68,10.1
19.681,10.08
19.682,10.05
19.683,10.03
19.684,9.98
19.685,9.96
19.686,9.94
19.687,9.92
19.688,9.9
19.689,9.88
19.69,9.86
19.691,9.84
19.692,9.83
19.694,9.82
19.696,9.83
19.699,9.84
19.7,9.86
19.702,9.88
19.703,9.89
19.704,9.91
19.705,9.93
19.706,9.95
19.707,9.97
19.708,9.98
19.709,10.01
19.71,10.03
19.711,10.05
19.712,10.08
19.713,10.09
19.714,10.12
19.716,10.16
19.717,10.18
19.718,10.19
19.719,10.21
19.72,10.23
19.724,10.21
19.725,10.19
19.726,10.18
19.727,10.16
19.728,10.14
19.729,10.12
19.73,10.09
19.731,10.07
19.732,10.03
19.733,10.01
19.734,9.98
19.735,9.94
19.736,9.92
19.737,9.9
19.738,9.88
19.739,9.87
19.74,9.85
19.741,9.84
19.743,9.83
19.745,9.84
19.748,9.85
19.749,9.87
19.75,9.88
19.751,9.89
19.752,9.91
19.753,9.92
19.754,9.94
19.755,9.96
19.756,9.97
19.757,10.01
19.758,10.02
19.759,10.04
19.76,10.06
19.761,10.08
19.762,10.11
19.763,10.12
19.764,10.16
19.765,10.17
19.766,10.18
19.767,10.2
19.768,10.21
19.771,10.2
19.773,10.19
19.774,10.17
19.775,10.14
19.776,10.13
19.777,10.11
19.778,10.08
19.779,10.05
19.78,10.02
19.781,9.98
19.782,9.96
19.783,9.94
19.784,9.91
19.785,9.89
19.786,9.87
19.787,9.86
19.788,9.85
19.79,9.83
19.794,9.84
19.796,9.85
19.797,9.87
19.798,9.88
19.799,9.89
19.8,9.91
19.801,9.92
19.802,9.94
19.803,9.95
19.804,9.97
19.805,10
19.806,10.01
19.807,10.03
19.808,10.06
19.809,10.08
19.81,10.1
19.811,10.13
19.812,10.16
19.813,10.17
19.814,10.18
19.815,10.19
19.816,10.2
19.818,10.21
19.82,10.19
19.821,10.17
19.822,10.16
19.823,10.14
19.824,10.13
19.825,10.1
19.826,10.07
19.827,10.04
19.828,10.01
19.829,9.98
19.83,9.95
19.831,9.93
19.832,9.91
19.833,9.89
19.834,9.87
19.835,9.85
19.836,9.84
19.838,9.82
19.84,9.83
19.843,9.84
19.844,9.85
19.845,9.86
19.846,9.87
19.847,9.88
19.848,9.9
19.849,9.91
19.85,9.93
19.851,9.95
19.852,9.97
19.853,10
19.854,10.01
19.855,10.03
19.856,10.06
19.857,10.09
19.858,10.1
19.859,10.13
19.86,10.16
19.861,10.17
19.862,10.18
19.863,10.2
19.864,10.21
19.866,10.23
19.867,10.21
19.868,10.2
19.87,10.18
19.871,10.16
19.872,10.14
19.873,10.13
19.874,10.1
19.875,10.06
19.876,10.04
19.877,10.01
19.878,9.98
19.879,9.95
19.88,9.92
19.881,9.9
19.882,9.88
19.883,9.86
19.884,9.85
19.886,9.83
19.887,9.82
19.891,9.84
19.893,9.85
19.894,9.87
19.895,9.88
19.896,9.89
19.897,9.91
19.898,9.92
19.899,9.94
19.9,9.97
19.901,9.98
19.902,10.01
19.903,10.02
19.904,10.05
19.905,10.07
19.906,10.09
19.907,10.11
19.908,10.13
19.909,10.17
19.91,10.18
19.911,10.19
19.912,10.2
19.913,10.21
19.914,10.2
19.916,10.19
19.918,10.18
19.919,10.14
19.92,10.13
19.921,10.12
19.922,10.09
19.923,10.06
19.924,10.03
19.925,10
19.926,9.97
19.927,9.94
19.928,9.92
19.929,9.9
19.93,9.88
19.931,9.86
19.932,9.85
19.933,9.84
19.935,9.82
19.936,9.83
19.939,9.84
19.94,9.85
19.942,9.86
19.943,9.88
19.944,9.89
19.945,9.91
19.946,9.92
19.947,9.94
19.948,9.95
19.949,9.98
19.95,10.01
19.951,10.02
19.952,10.05
19.953,10.06
19.954,10.09
19.955,10.12
19.956,10.14
19.957,10.16
19.958,10.17
19.959,10.19
19.96,10.2
19.962,10.23
19.964,10.21
19.965,10.2
19.966,10.19
19.967,10.17
19.968,10.16
19.969,10.13
19.97,10.11
19.971,10.09
19.972,10.05
19.973,10.03
19.974,10
19.975,9.97
19.976,9.94
19.977,9.92
19.978,9.9
19.979,9.88
19.98,9.86
19.981,9.85
19.982,9.84
19.983,9.83
19.987,9.84
19.989,9.85
19.991,9.87
19.992,9.89
19.993,9.9
19.994,9.91
19.995,9.94
19.996,9.95
19.997,9.97
19.998,10
19.999,10.02
20,10.04
20.001,10.06
20.002,10.09
20.003,10.1
20.004,10.13
20.005,10.16
20.006,10.17
20.008,10.19
20.009,10.21
20.012,10.2
20.013,10.19
20.014,10.18
20.015,10.16
20.016,10.14
20.017,10.13
20.018,10.11
20.019,10.08
20.02,10.05
20.021,10.03
20.022,10
20.023,9.97
20.024,9.95
20.025,9.92
20.026,9.9
20.027,9.89
20.028,9.87
20.029,9.86
20.03,9.84
20.033,9.83
20.034,9.85
20.037,9.86
20.038,9.88
20.039,9.89
20.04,9.9
20.041,9.91
20.042,9.93
20.043,9.94
20.044,9.97
20.045,10
20.046,10.01
20.047,10.03
20.048,10.04
20.049,10.07
20.05,10.1
20.051,10.11
20.052,10.14
20.053,10.16
20.054,10.18
20.055,10.2
20.056,10.21
20.057,10.25
20.06,10.26
20.063,10.23
20.064,10.21
20.065,10.2
20.066,10.18
20.067,10.14
20.068,10.13
20.069,10.11
20.07,10.07
20.071,10.05
20.072,10.02
20.073,9.98
20.074,9.96
20.075,9.93
20.076,9.91
20.077,9.89
20.078,9.88
20.079,9.87
20.08,9.85
20.082,9.84
20.083,9.85
20.085,9.86
20.087,9.87
20.088,9.88
20.089,9.89
20.09,9.91
20.091,9.92
20.092,9.95
20.093,9.96
20.094,9.98
20.095,10.01
20.096,10.02
20.097,10.04
20.098,10.06
20.099,10.09
20.1,10.11
20.101,10.13
20.102,10.16
20.103,10.17
20.104,10.18
20.105,10.2
20.106,10.21
20.109,10.2
20.11,10.19
20.111,10.18
20.112,10.16
20.113,10.14
20.114,10.13
20.115,10.1
20.116,10.08
20.117,10.04
20.118,10.02
20.119,9.98
20.12,9.96
20.121,9.93
20.122,9.91
20.123,9.89
20.124,9.88
20.125,9.86
20.126,9.85
20.127,9.84
20.129,9.83
20.13,9.84
20.133,9.85
20.134,9.86
20.135,9.88
20.136,9.89
20.137,9.9
20.138,9.91
20.139,9.93
20.14,9.95
20.141,9.96
20.142,10
20.143,10.01
20.144,10.02
20.145,10.05
20.146,10.07
20.147,10.09
20.148,10.11
20.149,10.14
20.15,10.17
20.151,10.18
20.152,10.2
20.153,10.21
20.154,10.23
20.159,10.21
20.16,10.19
20.161,10.18
20.162,10.14
20.163,10.13
20.164,10.12
20.165,10.08
20.166,10.04
20.167,10.02
20.168,10
20.169,9.97
20.17,9.94
20.171,9.92
20.172,9.9
20.173,9.89
20.174,9.88
20.175,9.86
20.178,9.85
20.181,9.87
20.182,9.88
20.184,9.89
20.185,9.91
20.186,9.92
20.187,9.94
20.188,9.95
20.189,9.97
20.191,10.01
20.192,10.04
20.193,10.05
20.194,10.08
20.195,10.11
20.196,10.13
20.197,10.16
20.198,10.17
20.199,10.18
20.2,10.2
20.201,10.21
20.203,10.23
20.204,10.21
20.205,10.2
20.206,10.19
20.207,10.18
20.208,10.16
20.209,10.14
20.21,10.11
20.211,10.09
20.212,10.06
20.213,10.03
20.214,10
20.215,9.97
20.216,9.95
20.217,9.92
20.218,9.9
20.219,9.88
20.22,9.86
20.221,9.85
20.223,9.83
20.224,9.82
20.227,9.83
20.229,9.85
20.23,9.86
20.231,9.87
20.232,9.89
20.233,9.9
20.234,9.92
20.235,9.94
20.236,9.95
20.237,9.97
20.238,10
20.239,10.01
20.24,10.05
20.241,10.07
20.242,10.09
20.243,10.11
20.244,10.13
20.245,10.16
20.246,10.17
20.247,10.19
20.248,10.2
20.249,10.23
20.253,10.21
20.254,10.2
20.255,10.18
20.256,10.16
20.257,10.14
20.258,10.12
20.259,10.09
20.26,10.06
20.261,10.04
20.262,10
20.263,9.98
20.264,9.95
20.265,9.92
20.266,9.9
20.267,9.88
20.268,9.86
20.269,9.85
20.27,9.84
20.273,9.82
20.274,9.83
20.275,9.84
20.277,9.85
20.278,9.86
20.279,9.87
20.28,9.89
20.281,9.9
20.282,9.92
20.283,9.93
20.284,9.95
20.285,9.97
20.286,10.01
20.287,10.02
20.288,10.04
20.289,10.06
20.29,10.09
20.291,10.11
20.292,10.14
20.293,10.16
20.294,10.17
20.295,10.2
20.296,10.21
20.298,10.25
20.301,10.23
20.303,10.21
20.304,10.19
20.305,10.16
20.306,10.14
20.307,10.11
20.308,10.1
20.309,10.07
20.31,10.03
20.311,10
20.312,9.97
20.313,9.95
20.314,9.92
20.315,9.9
20.316,9.88
20.317,9.86
20.318,9.85
20.319,9.84
20.32,9.83
20.322,9.84
20.323,9.83
20.325,9.85
20.326,9.86
20.327,9.87
20.328,9.88
20.329,9.9
20.33,9.91
20.331,9.93
20.332,9.95
20.333,9.97
20.334,10
20.335,10.02
20.336,10.03
20.337,10.06
20.338,10.08
20.339,10.11
20.34,10.13
20.341,10.16
20.342,10.17
20.343,10.18
20.344,10.2
20.345,10.23
20.35,10.21
20.352,10.2
20.353,10.19
20.357,10.18
20.363,10.2
20.366,10.21
20.368,10.23
20.371,10.25
20.375,10.26
20.376,10.27
20.378,10.28
20.379,10.3
20.381,10.32
20.385,10.33
20.386,10.32
20.388,10.34
20.389,10.35
20.39,10.37
20.393,10.39
20.396,10.41
20.4,10.42
20.402,10.44
20.403,10.42
20.405,10.46
20.409,10.48
20.413,10.5
20.414,10.51
20.419,10.53
20.421,10.55
20.422,10.53
20.426,10.57
20.427,10.55
20.428,10.58
20.429,10.57
20.433,10.6
20.437,10.62
20.443,10.64
20.445,10.65
20.446,10.64
20.448,10.66
20.449,10.67
20.45,10.66
20.453,10.69
20.454,10.67
20.457,10.71
20.46,10.72
20.461,10.71
20.462,10.73
20.464,10.74
20.468,10.76
20.469,10.75
20.471,10.78
20.474,10.79
20.476,10.8
20.478,10.81
20.481,10.82
20.482,10.83
20.486,10.85
20.489,10.86
20.49,10.87
20.492,10.88
20.494,10.89
20.495,10.9
20.498,10.91
20.501,10.92
20.502,10.93
20.503,10.92
20.504,10.93
20.506,10.95
20.508,10.96
20.51,10.97
20.512,10.98
20.514,10.99
20.516,11
20.519,11.01
20.52,11.02
20.522,11.03
20.524,11.04
20.525,11.05
20.528,11.06
20.53,11.07
20.532,11.08
20.534,11.09
20.538,11.1
20.54,11.11
20.543,11.12
20.544,11.13
20.546,11.14
20.548,11.15
20.55,11.16
20.552,11.17
20.554,11.18
20.556,11.19
20.558,11.2
20.56,11.21
20.562,11.22
20.563,11.23
20.564,11.22
20.565,11.24
20.566,11.23
20.568,11.25
20.57,11.26
20.572,11.27
20.574,11.28
20.576,11.29
20.578,11.3
20.58,11.31
20.582,11.32
20.585,11.33
20.586,11.34
20.588,11.35
20.591,11.36
20.593,11.37
20.594,11.38
20.596,11.39
20.599,11.4
20.6,11.41
20.601,11.4
20.602,11.42
20.604,11.43
20.607,11.44
20.609,11.45
20.611,11.46
20.613,11.47
20.615,11.48
20.617,11.49
20.619,11.5
20.621,11.51
20.622,11.5
20.623,11.52
20.624,11.51
20.625,11.53
20.628,11.54
20.63,11.55
20.632,11.56
20.636,11.57
20.638,11.58
20.64,11.59
20.642,11.6
20.644,11.61
20.645,11.6
20.646,11.62
20.648,11.61
20.649,11.63
20.651,11.64
20.653,11.65
20.655,11.66
20.657,11.67
20.659,11.68
20.661,11.69
20.663,11.7
20.666,11.71
20.668,11.72
20.67,11.73
20.671,11.74
20.674,11.75
20.676,11.76
20.679,11.77
20.681,11.78
20.683,11.79
20.685,11.8
20.687,11.81
20.688,11.8
20.69,11.82
20.693,11.83
20.695,11.84
20.696,11.85
20.699,11.86
20.701,11.87
20.703,11.88
20.706,11.89
20.708,11.9
20.71,11.91
20.711,11.9
20.713,11.92
20.715,11.93
20.717,11.94
20.719,11.95
20.721,11.96
20.724,11.97
20.726,11.98
20.728,11.99
20.73,12
20.731,11.99
20.732,12.01
20.733,12
20.735,12.02
20.738,12.03
20.743,12.04
20.745,12.05
20.746,12.04
20.748,12.06
20.75,12.07
20.753,12.08
20.755,12.09
20.756,12.1
20.757,12.09
20.76,12.11
20.761,12.12
20.763,12.13
20.766,12.14
20.768,12.15
20.769,12.14
20.771,12.16
20.773,12.17
20.774,12.16
20.775,12.18
20.778,12.19
20.779,12.2
20.78,12.19
20.783,12.21
20.784,12.22
20.787,12.23
20.79,12.24
20.792,12.25
20.794,12.26
20.796,12.27
20.797,12.26
20.799,12.28
20.802,12.29
20.804,12.3
20.806,12.31
20.807,12.3
20.808,12.31
20.809,12.32
20.811,12.33
20.814,12.34
20.817,12.35
20.819,12.36
20.822,12.37
20.824,12.38
20.828,12.39
20.83,12.4
20.833,12.41
20.836,12.42
20.839,12.43
20.84,12.44
20.844,12.45
20.847,12.46
20.848,12.45
20.85,12.47
20.853,12.48
20.856,12.5
20.861,12.51
20.867,12.52
20.869,12.53
20.87,12.54
20.875,12.55
20.877,12.56
20.88,12.57
20.881,12.56
20.882,12.58
20.884,12.59
20.887,12.6
20.889,12.61
20.892,12.62
20.894,12.63
20.895,12.62
20.897,12.64
20.898,12.63
20.899,12.66
20.9,12.64
20.904,12.67
20.907,12.68
20.909,12.69
20.912,12.7
20.915,12.73
20.922,12.75
20.928,12.76
20.931,12.77
20.933,12.78
20.935,12.8
20.941,12.82
20.942,12.8
20.946,12.83
20.948,12.84
20.951,12.85
20.954,12.87
20.958,12.89
20.963,12.91
20.964,12.89
20.969,12.92
20.972,12.94
20.977,12.96
20.983,12.98
20.992,13
20.993,13.01
20.995,13
21.001,13.03
21.008,13.05
21.014,13.07
21.017,13.08
21.018,13.07
21.022,13.1
21.028,13.12
21.033,13.14
21.035,13.15
21.038,13.16
21.041,13.17
21.046,13.19
21.051,13.21
21.054,13.22
21.057,13.23
21.058,13.22
21.061,13.24
21.063,13.25
21.065,13.26
21.072,13.28
21.074,13.29
21.076,13.28
21.077,13.3
21.078,13.29
21.08,13.31
21.083,13.32
21.087,13.33
21.093,13.35
21.095,13.36
21.097,13.37
21.098,13.36
21.101,13.38
21.104,13.39
21.106,13.4
21.107,13.39
21.109,13.41
21.11,13.4
21.111,13.41
21.112,13.42
21.116,13.43
21.118,13.44
21.121,13.45
21.122,13.44
21.123,13.45
21.124,13.46
21.129,13.47
21.133,13.48
21.136,13.49
21.139,13.5
21.142,13.51
21.144,13.52
21.145,13.51
21.148,13.53
21.149,13.52
21.15,13.54
21.151,13.53
21.154,13.55
21.157,13.56
21.159,13.57
21.16,13.56
21.162,13.58
21.163,13.57
21.166,13.59
21.169,13.6
21.172,13.61
21.176,13.62
21.177,13.61
21.179,13.63
21.183,13.64
21.184,13.63
21.187,13.65
21.189,13.66
21.192,13.67
21.196,13.68
21.199,13.69
21.2,13.68
21.202,13.7
21.205,13.71
21.207,13.72
21.208,13.71
21.211,13.73
21.214,13.74
21.217,13.75
21.219,13.76
21.22,13.75
21.221,13.76
21.224,13.77
21.226,13.78
21.227,13.77
21.23,13.79
21.234,13.8
21.236,13.81
21.237,13.8
21.239,13.82
21.24,13.81
21.243,13.83
21.246,13.84
21.247,13.83
21.249,13.85
21.252,13.86
21.253,13.85
21.255,13.87
21.256,13.86
21.258,13.88
21.263,13.89
21.265,13.9
21.266,13.89
21.268,13.91
21.272,13.92
21.275,13.93
21.276,13.92
21.281,13.94
21.282,13.93
21.284,13.95
21.287,13.96
21.29,13.97
21.294,13.98
21.296,13.99
21.299,14
21.302,14.01
21.305,14.02
21.306,14.01
21.308,14.03
21.311,14.04
21.313,14.05
21.314,14.04
21.317,14.06
21.32,14.07
21.323,14.08
21.326,14.09
21.328,14.08
21.329,14.1
21.331,14.11
21.332,14.1
21.333,14.11
21.336,14.12
21.339,14.13
21.341,14.14
21.344,14.15
21.345,14.14
21.348,14.16
21.349,14.15
21.35,14.17
21.351,14.16
21.354,14.18
21.358,14.19
21.36,14.2
21.361,14.19
21.363,14.21
21.367,14.22
21.37,14.23
21.373,14.24
21.374,14.23
21.376,14.25
21.377,14.24
21.379,14.26
21.383,14.27
21.386,14.28
21.387,14.27
21.39,14.29
21.393,14.3
21.395,14.31
21.396,14.3
21.397,14.31
21.4,14.32
21.403,14.33
21.406,14.34
21.409,14.35
21.41,14.34
21.413,14.36
21.414,14.35
21.416,14.37
21.42,14.38
21.421,14.37
21.423,14.39
21.425,14.38
21.427,14.4
21.428,14.39
21.436,14.41
21.439,14.42
21.44,14.41
21.443,14.43
21.446,14.44
21.447,14.43
21.448,14.44
21.449,14.43
21.451,14.45
21.453,14.46
21.459,14.47
21.462,14.48
21.465,14.49
21.469,14.5
21.47,14.49
21.471,14.5
21.473,14.51
21.474,14.5
21.475,14.51
21.476,14.52
21.477,14.51
21.48,14.53
21.484,14.54
21.485,14.53
21.487,14.55
21.488,14.54
21.491,14.56
21.495,14.57
21.498,14.58
21.502,14.59
21.505,14.6
21.508,14.61
21.512,14.62
21.515,14.63
21.519,14.64
21.522,14.65
21.526,14.66
21.528,14.67
21.533,14.68
21.536,14.69
21.54,14.7
21.543,14.71
21.548,14.72
21.551,14.73
21.555,14.74
21.558,14.75
21.561,14.74
21.563,14.76
21.566,14.77
21.569,14.78
21.574,14.79
21.577,14.8
21.581,14.81
21.584,14.82
21.587,14.83
21.59,14.84
21.591,14.83
21.594,14.85
21.598,14.86
21.602,14.87
21.606,14.88
21.613,14.89
21.615,14.9
21.619,14.91
21.62,14.9
21.623,14.92
21.626,14.93
21.63,14.94
21.631,14.93
21.634,14.95
21.635,14.94
21.639,14.96
21.643,14.97
21.648,14.98
21.651,15
21.652,14.98
21.659,15.01
21.66,15
21.663,15.02
21.668,15.03
21.672,15.04
21.676,15.05
21.681,15.06
21.685,15.07
21.689,15.08
21.694,15.09
21.696,15.1
21.702,15.11
21.704,15.1
21.705,15.12
21.71,15.13
21.711,15.12
21.714,15.14
21.718,15.16
21.725,15.17
21.726,15.16
21.729,15.18
21.732,15.19
21.733,15.18
21.736,15.2
21.737,15.19
21.739,15.21
21.743,15.23
21.744,15.21
21.745,15.23
21.751,15.25
21.752,15.23
21.76,15.26
21.763,15.27
21.767,15.28
21.768,15.27
21.77,15.28
21.773,15.3
21.782,15.32
21.791,15.33
21.796,15.34
21.799,15.35
21.807,15.37
21.808,15.35
21.816,15.39
21.818,15.37
21.823,15.41
21.831,15.42
21.833,15.41
21.834,15.44
21.843,15.46
21.844,15.44
21.848,15.46
21.851,15.48
21.852,15.46
21.86,15.5
21.864,15.51
21.865,15.5
21.874,15.53
21.883,15.55
21.884,15.53
21.894,15.57
21.898,15.58
21.899,15.57
21.909,15.6
21.916,15.62
21.917,15.6
21.925,15.64
21.926,15.62
21.931,15.65
21.934,15.66
21.936,15.65
21.938,15.67
21.939,15.66
21.946,15.69
21.947,15.67
21.948,15.69
21.949,15.67
21.956,15.71
21.958,15.69
21.961,15.72
21.962,15.71
21.965,15.73
21.966,15.72
21.967,15.73
21.97,15.74
21.971,15.73
21.975,15.75
21.981,15.76
21.983,15.75
21.984,15.76
21.993,15.78
21.997,15.79
22.001,15.8
22.006,15.81
22.01,15.82
22.014,15.83
22.029,15.85
22.033,15.86
22.035,15.85
22.036,15.86
22.038,15.87
22.039,15.86
22.045,15.88
22.047,15.87
22.053,15.89
22.054,15.88
22.056,15.89
22.057,15.88
22.062,15.9
22.068,15.89
22.069,15.91
22.075,15.92
22.079,15.93
22.084,15.94
22.088,15.95
22.089,15.94
22.092,15.96
22.098,15.97
22.102,15.98
22.106,15.99
22.107,15.98
22.111,16
22.114,16.01
22.12,16.02
22.121,16.01
22.125,16.03
22.13,16.04
22.135,16.05
22.139,16.06
22.142,16.07
22.148,16.08
22.153,16.09
22.157,16.1
22.161,16.11
22.165,16.12
22.167,16.11
22.171,16.13
22.174,16.14
22.179,16.15
22.18,16.14
22.181,16.15
22.182,16.16
22.187,16.17
22.191,16.18
22.192,16.17
22.193,16.18
22.196,16.19
22.2,16.2
22.204,16.21
22.21,16.22
22.214,16.23
22.219,16.24
22.221,16.23
22.225,16.25
22.23,16.26
22.231,16.27
22.232,16.26
22.234,16.27
22.236,16.26
22.24,16.28
22.244,16.29
22.249,16.3
22.255,16.31
22.26,16.32
22.261,16.31
22.264,16.33
22.268,16.34
22.273,16.35
22.278,16.36
22.279,16.35
22.283,16.37
22.284,16.36
22.286,16.38
22.294,16.39
22.295,16.38
22.299,16.4
22.304,16.41
22.305,16.4
22.308,16.42
22.309,16.41
22.31,16.42
22.314,16.43
22.319,16.44
22.323,16.45
22.324,16.44
22.325,16.45
22.329,16.46
22.33,16.45
22.335,16.47
22.336,16.46
22.341,16.48
22.346,16.49
22.35,16.5
22.354,16.51
22.36,16.52
22.364,16.53
22.369,16.54
22.371,16.53
22.373,16.55
22.375,16.54
22.379,16.56
22.383,16.57
22.388,16.58
22.389,16.57
22.393,16.59
22.394,16.58
22.395,16.59
22.398,16.6
22.399,16.59
22.403,16.61
22.404,16.6
22.409,16.62
22.41,16.61
22.413,16.62
22.414,16.63
22.418,16.64
22.423,16.65
22.424,16.64
22.428,16.66
22.431,16.67
22.432,16.66
22.433,16.67
22.438,16.68
22.443,16.69
22.447,16.7
22.448,16.69
22.449,16.7
22.45,16.69
22.453,16.71
22.458,16.7
22.462,16.69
22.464,16.7
22.466,16.72
22.467,16.71
22.473,16.73
22.475,16.72
22.477,16.74
22.479,16.73
22.48,16.74
22.481,16.75
22.482,16.74
22.485,16.76
22.486,16.75
22.487,16.76
22.488,16.75
22.491,16.77
22.493,16.76
22.502,16.78
22.503,16.77
22.506,16.79
22.507,16.78
22.511,16.8
22.515,16.81
22.517,16.8
22.519,16.82
22.524,16.83
22.526,16.82
22.531,16.84
22.533,16.85
22.534,16.84
22.535,16.85
22.54,16.86
22.544,16.87
22.545,16.86
22.546,16.87
22.549,16.88
22.553,16.89
22.559,16.9
22.56,16.89
22.564,16.91
22.57,16.92
22.575,16.93
22.577,16.92
22.579,16.94
22.581,16.93
22.584,16.95
22.585,16.94
22.588,16.95
22.589,16.96
22.59,16.95
22.591,16.96
22.594,16.97
22.6,16.98
22.602,16.97
22.603,16.98
22.605,16.99
22.607,16.98
22.611,17
22.613,17.01
22.618,17
22.62,17.02
22.621,17.01
22.624,17.03
22.626,17.02
22.629,17.04
22.634,17.05
22.635,17.04
22.64,17.06
22.646,17.07
22.652,17.06
22.654,17.08
22.656,17.07
22.657,17.08
22.658,17.07
22.663,17.09
22.668,17.1
22.67,17.09
22.674,17.11
22.675,17.1
22.676,17.11
22.68,17.12
22.681,17.11
22.684,17.13
22.685,17.12
22.686,17.13
22.688,17.12
22.689,17.13
22.691,17.14
22.693,17.13
22.694,17.14
22.696,17.15
22.697,17.14
22.701,17.16
22.702,17.15
22.706,17.17
22.707,17.16
22.711,17.18
22.715,17.19
22.716,17.18
22.72,17.2
22.724,17.21
22.726,17.2
22.73,17.22
22.736,17.23
22.74,17.24
22.75,17.25
22.751,17.24
22.752,17.25
22.753,17.24
22.754,17.25
22.756,17.26
22.758,17.25
22.762,17.27
22.766,17.28
22.767,17.27
22.769,17.29
22.77,17.28
22.772,17.29
22.777,17.3
22.78,17.31
22.785,17.3
22.787,17.32
22.788,17.31
22.791,17.33
22.792,17.32
22.795,17.34
22.796,17.33
22.798,17.34
22.802,17.35
22.804,17.34
22.808,17.36
22.814,17.37
22.818,17.38
22.821,17.37
22.824,17.39
22.825,17.38
22.826,17.39
22.83,17.4
22.831,17.39
22.832,17.4
22.835,17.41
22.836,17.4
22.842,17.42
22.844,17.41
22.845,17.42
22.849,17.43
22.851,17.42
22.854,17.44
22.861,17.43
22.862,17.44
22.865,17.45
22.866,17.44
22.875,17.46
22.881,17.47
22.885,17.48
22.886,17.47
22.887,17.48
22.888,17.47
22.892,17.5
22.894,17.48
22.895,17.5
22.903,17.51
22.907,17.52
22.908,17.51
22.913,17.53
22.919,17.54
22.92,17.53
22.924,17.55
22.93,17.56
22.935,17.57
22.936,17.56
22.937,17.57
22.941,17.58
22.946,17.59
22.953,17.6
22.954,17.59
22.958,17.6
22.959,17.61
22.963,17.62
22.964,17.61
22.966,17.62
22.969,17.63
22.971,17.62
22.975,17.64
22.976,17.63
22.981,17.66
22.99,17.67
22.996,17.66
22.998,17.68
22.999,17.67
23.001,17.68
23.004,17.69
23.01,17.7
23.016,17.71
23.02,17.73
23.026,17.71
23.027,17.73
23.04,17.75
23.041,17.73
23.054,17.76
23.056,17.75
23.06,17.77
23.061,17.76
23.066,17.78
23.072,17.8
23.078,17.78
23.085,17.82
23.086,17.8
23.095,17.83
23.096,17.82
23.098,17.83
23.104,17.84
23.109,17.85
23.114,17.87
23.117,17.85
23.129,17.89
23.13,17.87
23.131,17.89
23.14,17.91
23.141,17.89
23.144,17.91
23.154,17.92
23.159,17.91
23.16,17.94
23.161,17.92
23.163,17.94
23.173,17.96
23.174,17.94
23.175,17.96
23.185,17.98
23.197,18
23.198,17.98
23.202,18.01
23.215,18.03
23.217,18.01
23.225,18.05
23.226,18.03
23.227,18.05
23.228,18.03
23.239,18.07
23.243,18.05
23.245,18.08
23.259,18.1
23.272,18.12
23.273,18.1
23.274,18.12
23.286,18.14
23.287,18.12
23.294,18.15
23.301,18.16
23.308,18.17
